respondent_id,education_level,study_hours_per_day,preferred_learning_method,main_learning_challenge,motivation_level,online_learning_opinion,device_used_for_study,compound_score,sentiment_label,top10_words,top10_words_str
2585,Postgraduate,1,Interactive discussion,Difficulty understanding concepts,Low,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
2586,Graduate,3,Video lectures,Lack of concentration,Low,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
2587,Postgraduate,2,Interactive discussion,Low motivation,Medium,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
2588,Graduate,1,Reading notes,Low motivation,Low,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
2589,Graduate,4,Interactive discussion,Internet connectivity issues,Low,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
2590,Postgraduate,4,Recorded tutorials,Academic workload pressure,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
2591,Undergraduate,2,Practice exercises,Time management difficulty,Low,Blended learning is more effective than fully online,Mobile,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
2592,Postgraduate,5,Video lectures,Lack of concentration,High,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
2593,Graduate,4,Interactive discussion,Internet connectivity issues,Low,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
2594,Graduate,3,Recorded tutorials,Time management difficulty,High,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
2595,Postgraduate,3,Video lectures,Time management difficulty,Medium,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
2596,Undergraduate,6,Practice exercises,Academic workload pressure,High,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
2597,Graduate,2,Interactive discussion,Internet connectivity issues,Medium,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
2598,Undergraduate,6,Video lectures,Academic workload pressure,Medium,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
2599,Graduate,6,Practice exercises,Lack of concentration,Low,Blended learning is more effective than fully online,Tablet,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
2600,Postgraduate,4,Interactive discussion,Lack of concentration,High,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
2601,Postgraduate,4,Video lectures,Difficulty understanding concepts,Low,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
2602,Undergraduate,5,Recorded tutorials,Low motivation,High,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
2603,Postgraduate,3,Video lectures,Academic workload pressure,High,Online learning is effective for theory-based subjects,Mobile,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
2604,Postgraduate,2,Interactive discussion,Difficulty understanding concepts,Medium,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
2605,Postgraduate,2,Interactive discussion,Academic workload pressure,Low,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
2606,Undergraduate,2,Practice exercises,Lack of concentration,Medium,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
2607,Postgraduate,4,Recorded tutorials,Low motivation,High,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
2608,Postgraduate,5,Interactive discussion,Lack of concentration,High,Online learning requires strong self-discipline,Tablet,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
2609,Graduate,6,Video lectures,Time management difficulty,Low,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
2610,Postgraduate,6,Practice exercises,Low motivation,Medium,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
2611,Graduate,6,Recorded tutorials,Difficulty understanding concepts,Medium,Online platforms provide access to diverse resources,Laptop,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
2612,Graduate,4,Video lectures,Lack of concentration,High,Online learning is flexible and convenient,Mobile,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
2613,Postgraduate,4,Recorded tutorials,Difficulty understanding concepts,High,Online learning is flexible and convenient,Tablet,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
2614,Graduate,5,Interactive discussion,Difficulty understanding concepts,Medium,Blended learning is more effective than fully online,Laptop,0.5256,positive,"['blended', 'learning', 'effective', 'fully', 'online']","blended, learning, effective, fully, online"
2615,Undergraduate,2,Practice exercises,Low motivation,High,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
2616,Graduate,3,Reading notes,Academic workload pressure,Low,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
2617,Postgraduate,2,Interactive discussion,Academic workload pressure,High,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
2618,Graduate,4,Practice exercises,Academic workload pressure,Medium,Online learning is flexible and convenient,Laptop,0.2263,positive,"['online', 'learning', 'flexible', 'convenient']","online, learning, flexible, convenient"
2619,Graduate,4,Reading notes,Time management difficulty,Low,Online learning requires strong self-discipline,Laptop,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
2620,Graduate,5,Video lectures,Difficulty understanding concepts,High,Online platforms provide access to diverse resources,Tablet,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
2621,Postgraduate,6,Video lectures,Lack of concentration,Low,Online learning is effective for theory-based subjects,Laptop,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
2622,Undergraduate,5,Recorded tutorials,Low motivation,Medium,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
2623,Postgraduate,1,Reading notes,Academic workload pressure,High,Online platforms provide access to diverse resources,Mobile,0.0,neutral,"['online', 'platforms', 'provide', 'access', 'diverse', 'resources']","online, platforms, provide, access, diverse, resources"
2624,Undergraduate,1,Recorded tutorials,Internet connectivity issues,Medium,Online learning requires strong self-discipline,Mobile,0.5106,positive,"['online', 'learning', 'requires', 'strong', 'self', 'discipline']","online, learning, requires, strong, self, discipline"
2625,Graduate,5,Practice exercises,Lack of concentration,High,Online learning is effective for theory-based subjects,Tablet,0.4767,positive,"['online', 'learning', 'effective', 'theory', 'based', 'subjects']","online, learning, effective, theory, based, subjects"
